Auteur,Degré,Clustering,Centralité Intermédiarité,Excentricité,Domaine_Dominant
J. Lünemann,2.0,0.0,1.2891885603494302e-07,5.0,Machine Learning
Jiarui Yang,0.5,0.0,0.0,5.0,Statistiques (Autre)
Shinya Gima,0.5,0.0,0.0,5.0,Informatique (Autre)
Elisabetta Durisi,0.5,0.0,0.0,5.0,Maths (Autre)
Seyed Abolfazl Ghasemzadeh,0.5,0.0,0.0,5.0,Physique (Autre)
Dejan Slepcev,0.5,0.0,0.0,5.0,Machine Learning
David S. Mebane,0.5,0.0,0.0,5.0,Machine Learning
Anna Gausen,3.0,0.2121212121212121,0.0,5.0,Vision par Ordinateur
Forrest Mozer,0.5,0.0,0.0,5.0,Informatique (Autre)
Sosuke Hosokawa,0.5,0.0,0.0,5.0,Informatique (Autre)
T. Anderson,5.5,0.0216450216450216,3.72675600601724e-07,5.0,Machine Learning
Christopher R. Burns,1.0,0.0,3.399435399842332e-09,5.0,Machine Learning
Haolun Wu,1.0,0.0,0.0,5.0,Machine Learning
W. Menges,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Luciano Lavagno,0.5,0.0,0.0,5.0,Vision par Ordinateur
Simone Marinai,0.5,0.0,0.0,5.0,Vision par Ordinateur
Alina Roitberg,0.5,0.0,0.0,5.0,Traitement du Langage
Zhuyu Teng,0.5,0.0,0.0,5.0,Autre
Bin Duo,0.5,0.0,0.0,5.0,Traitement du Langage
Josh Greenslade,0.5,0.0,0.0,5.0,Physique (Autre)
Eric Toberer,2.0,0.0,6.429370813521018e-08,5.0,Machine Learning
R. Armendariz,0.5,0.0,0.0,5.0,Maths (Autre)
Rosa Vlastou,0.5,0.0,0.0,5.0,IA
M. I. Lang,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Niv Giladi,0.5,0.0,0.0,5.0,Machine Learning
Puck van Gerwen,1.5,0.0,2.3888148348305552e-08,5.0,Machine Learning
Yuval Lemberg,2.0,0.2142857142857142,0.0,5.0,Machine Learning
Jiahao Ma,0.5,0.0,0.0,5.0,Autre
Jonathan Xu,1.0,0.1666666666666666,0.0,5.0,Vision par Ordinateur
Hyun-Jeong Kim,0.5,0.0,0.0,5.0,Machine Learning
Chenghui Peng,0.5,0.0,0.0,5.0,Maths (Autre)
Alexandru Lupsasca,2.0,0.0,3.7288359067133576e-08,5.0,Machine Learning
P. Klimov,0.5,0.0,0.0,5.0,Autre
Meriem Bendahman,1.0,0.0,3.8732710372357815e-09,5.0,Physique (Autre)
M. Swartz,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
Salil Deshpande,0.5,0.0,0.0,5.0,Inconnu (Propagation)
Yupeng Cao,1.0,0.1666666666666666,0.0,5.0,Vision par Ordinateur
Laure Wynants,0.5,0.0,0.0,5.0,Machine Learning
Kuan-Wen Huang,0.5,0.0,0.0,5.0,Vision par Ordinateur
Mike Hernandez,1.0,0.0,1.1920563203204892e-08,5.0,Machine Learning
S. Matsushita,2.5,0.0,3.046002348128241e-07,5.0,Machine Learning
Martin Staab,0.5,0.0,0.0,5.0,Physique (Autre)
Yazmín Ibáñez-García,0.5,0.0,0.0,5.0,Vision par Ordinateur
N. Latovski,0.5,0.0,0.0,5.0,Informatique (Autre)
Delia Salmiera,1.0,0.0,0.0,5.0,Traitement du Langage
Roberto Oliveira,1.0,0.0,0.0,5.0,Traitement du Langage
Marie-Laure Charpignon,0.5,0.0,0.0,5.0,Physique (Autre)
Chenlei Xu,0.5,0.0,0.0,5.0,Machine Learning
Tianzhu Xiang,0.5,0.0,0.0,5.0,Machine Learning
Carmen Padilla-Torres,0.5,0.0,0.0,5.0,Vision par Ordinateur
J. Steinmann,1.5,0.0666666666666666,9.191753491677448e-08,5.0,Physique (Autre)
Mingwei Liu,0.5,0.0,0.0,5.0,Informatique (Autre)
Lucas Krauß,2.5,0.2,0.0,5.0,Physique Quantique
Olivier Richard,7.0,0.0185185185185185,4.843228452955373e-06,5.0,Vision par Ordinateur
Daniel Flam-Shepherd,0.5,0.0,0.0,5.0,Physique Quantique
P. Larionov,0.5,0.0,0.0,5.0,Physique (Autre)
Anja Linstädter,0.5,0.0,0.0,5.0,Vision par Ordinateur
Nathan Lambert,7.0,0.0767195767195767,3.24424519249078e-07,5.0,Informatique (Autre)
Li Ray Luo,0.5,0.0,0.0,5.0,Machine Learning
Yuanyuan Wei,0.5,0.0,0.0,5.0,Traitement du Langage
Christophe Jallais,0.5,0.0,0.0,5.0,IA
Ruihuan Lan,0.5,0.0,0.0,5.0,Physique Quantique
Megumi Naruki,1.0,0.0,1.1547818701274084e-07,5.0,Informatique (Autre)
A. Duerr,2.0,0.0,1.569844556570388e-07,5.0,Vision par Ordinateur
Claus Aranha,0.5,0.0,0.0,5.0,Maths (Autre)
Ardis Eliasdottir,1.5,0.0,4.980555701195044e-08,5.0,IA
Ian J. Cohen,1.0,0.1666666666666666,0.0,5.0,IA
Shuiqing Zhao,0.5,0.0,0.0,5.0,Machine Learning
Yiqun Xie,0.5,0.0,0.0,5.0,Physique Quantique
I. Giomataris,1.5,0.0666666666666666,1.060417957887694e-07,5.0,Machine Learning
Mathias Zechmeister,7.0,0.0185185185185185,4.843228452955373e-06,5.0,Vision par Ordinateur
G. Vasiloff,0.5,0.0,0.0,5.0,Physique (Autre)
Anirudh Tenneti,0.5,0.0,0.0,5.0,Machine Learning
Chengyi Xu,0.5,0.0,0.0,5.0,Maths (Autre)
Yuko Kato,0.5,0.0,0.0,5.0,Machine Learning
Guido D'Amico,3.0,0.0606060606060606,5.47280080809287e-07,5.0,Physique (Autre)
Tianbo Wang,1.5,0.0,1.166280071629444e-06,5.0,IA
C. Nägeli,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
Xiong Xiao,0.5,0.0,0.0,5.0,IA
Md Rifat Arefin,2.0,0.1071428571428571,2.8968081267066736e-08,5.0,Vision par Ordinateur
Todd W. Hossbach,0.5,0.0,0.0,5.0,Physique (Autre)
S. Demers,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
N. Fatemighomi,3.0,0.0757575757575757,2.9149944680284534e-07,5.0,Machine Learning
Cécile Engrand,0.5,0.0,0.0,5.0,Traitement du Langage
Hirokazu Kiyomaru,0.5,0.0,0.0,5.0,Informatique (Autre)
Z. Y. Xu,0.5,0.0,0.0,5.0,Autre
Jakub Szlachetko,0.5,0.0,0.0,5.0,Vision par Ordinateur
F. Schindler,1.0,0.0,6.929923745957467e-09,5.0,Informatique (Autre)
Michele Cantiello,3.0,0.0909090909090909,4.845219905291742e-07,5.0,Physique (Autre)
Patrick Clary,0.5,0.0,0.0,5.0,IA
Bongsuk Kwon,0.5,0.0,0.0,5.0,Informatique (Autre)
Marie Korsaga,0.5,0.0,0.0,5.0,Informatique (Autre)
Roger Hipwell,0.5,0.0,0.0,5.0,Traitement du Langage
Bingbing Xu,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
Sangxia Huang,0.5,0.0,0.0,5.0,Vision par Ordinateur
Junmin Xiao,0.5,0.0,0.0,5.0,Informatique (Autre)
Nicole Ni,0.5,0.0,0.0,5.0,Machine Learning
Xingliang Yuan,1.0,0.0,0.0,5.0,Informatique (Autre)
J. Walbersloh,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Tom Sühr,0.5,0.0,0.0,5.0,Machine Learning
Mary Marsha Allen,10.0,0.0525641025641025,1.8748385173239512e-06,5.0,Informatique (Autre)
Geoffrey Arusei,0.5,0.0,0.0,5.0,Physique (Autre)
Yanmeng Lei,0.5,0.0,0.0,5.0,Maths (Proba)
Guido Borghi,0.5,0.0,0.0,5.0,Maths (Autre)
Brian Ballsun-Stanton,0.5,0.0,0.0,5.0,Traitement du Langage
Peter Schüffelgen,0.5,0.0,0.0,5.0,Informatique (Autre)
Junko Furusawa,0.5,0.0,0.0,5.0,Informatique (Autre)
John Asher Johnson,1.0,0.0,4.521234302501398e-07,5.0,Maths (Autre)
E. Masson,4.5,0.0392156862745098,1.0596555455322233e-07,5.0,Machine Learning
Giacomo Cuttone,1.0,0.0,3.8732710372357815e-09,5.0,Physique (Autre)
V. Jakovlev,0.5,0.0,0.0,5.0,Physique (Autre)
Norberto Majlis,0.5,0.0,0.0,5.0,IA
E. Zucca,0.5,0.0,0.0,5.0,Machine Learning
Jason L. Sanders,1.0,0.0,3.01356344323267e-08,5.0,Vision par Ordinateur
A. Read,1.0,0.0,1.861243617895525e-05,5.0,Machine Learning
Sandy M. Kwan,0.5,0.0,0.0,5.0,Machine Learning
Shivdeep Singh,0.5,0.0,0.0,5.0,Informatique (Autre)
Hannah Herde,1.5,0.0666666666666666,4.647185747330696e-08,5.0,IA
Xiaoshan Xu,0.5,0.0,0.0,5.0,Traitement du Langage
Wei-Chen Lee,0.5,0.0,0.0,5.0,Autre
Michael M. Fausnaugh,0.5,0.0,0.0,5.0,Machine Learning
Alane Suhr,1.0,0.0,0.0,5.0,Machine Learning
Daniel Angerhausen,2.0,0.0,4.092335075256415e-06,5.0,Traitement du Langage
Amirali Amirsoleimani,1.0,0.1666666666666666,0.0,5.0,Vision par Ordinateur
Fu-Yun Wang,0.5,0.0,0.0,5.0,Informatique (Autre)
Junjun Liu,0.5,0.0,0.0,5.0,Machine Learning
Lenny Paritsky,2.0,0.0,3.7288359067133576e-08,5.0,Machine Learning
Guanming Wang,0.5,0.0,0.0,5.0,Machine Learning
W. Porod,1.5,0.0666666666666666,1.0241966386104195e-08,5.0,Maths (Proba)
Sebastien Clesse,1.0,0.1666666666666666,0.0,5.0,Physique (Autre)
T. Klimkovich,3.0,0.0454545454545454,2.376214638388774e-07,5.0,Machine Learning
J. Bernauer,0.5,0.0,0.0,5.0,Machine Learning
Anne Stutz,2.5,0.0222222222222222,3.428384047765576e-07,5.0,Physique (Autre)
C. Tagridis,0.5,0.0,0.0,5.0,Vision par Ordinateur
Michael J. Tarr,1.0,0.1666666666666666,0.0,5.0,IA
Pranav Premnath,1.0,0.0,0.0,5.0,Informatique (Autre)
Giovanni Ferrami,2.0,0.1071428571428571,1.0584823684212097e-08,5.0,IA
Akel Hashim,0.5,0.0,0.0,5.0,Maths (Autre)
Muxin Pu,0.5,0.0,0.0,5.0,Physique (Autre)
Y. Moudden,1.5,0.0,8.343304784830252e-07,5.0,IA
Liang Wendong,0.5,0.0,0.0,5.0,Machine Learning
Geon-Woo Kim,0.5,0.0,0.0,5.0,Machine Learning
Zhengtong Liu,0.5,0.0,0.0,5.0,Vision par Ordinateur
H. Kong,0.5,0.0,0.0,5.0,Machine Learning
H. Domínguez Sánchez,0.5,0.0,0.0,5.0,Machine Learning
Alex Szalay,1.5,0.0,4.980555701195044e-08,5.0,IA
Gonzalo Santoro,0.5,0.0,0.0,5.0,Autre
A. Narimani Charan,1.0,0.0,1.1948412037554592e-08,5.0,Machine Learning
D. G. Lambas,0.5,0.0,0.0,5.0,Maths (Autre)
T. Sekiya,1.5,0.0666666666666666,5.108022005373414e-09,5.0,Vision par Ordinateur
Elif Akata,1.5,0.0,0.0,5.0,Machine Learning
Damien S. Baclet,1.0,0.0,9.343615658963245e-09,5.0,Machine Learning
Ramona Merhej,2.0,0.0714285714285714,8.223349112768119e-08,5.0,Vision par Ordinateur
Giacomo Orsi,1.0,0.0,2.1255889492977082e-08,5.0,Machine Learning
Ruxin Li,0.5,0.0,0.0,5.0,Statistiques (Autre)
Negar Rostamzadeh,4.0,0.0666666666666666,1.189534799550529e-07,5.0,Machine Learning
P. Gokuldass,0.5,0.0,0.0,5.0,Physique (Autre)
Frank Kirchner,0.5,0.0,0.0,5.0,Informatique (Autre)
Nathan Lloyd,0.5,0.0,0.0,5.0,Traitement du Langage
Eva Portelance,4.5,0.1111111111111111,1.726908976706909e-06,5.0,Machine Learning
Hao Chi Zhang,0.5,0.0,0.0,5.0,IA
Marıa J. Jimenez-Donaire,1.5,0.2,0.0,5.0,Machine Learning
Bilge Mutlu,0.5,0.0,0.0,5.0,Maths (Autre)
Kim-Kwang Raymond Choo,0.5,0.0,0.0,5.0,Machine Learning
Guillaume Waltener,0.5,0.0,0.0,5.0,Physique (Autre)
Jay Hubisz,0.5,0.0,0.0,5.0,Informatique (Autre)
Lily M. Pelster,11.0,0.0317124735729386,3.060799826926086e-06,5.0,Machine Learning
Michael Kirby,0.5,0.0,0.0,5.0,Traitement du Langage
Douglas Higinbotham,1.0,0.0,3.17193098453572e-08,5.0,Machine Learning
Maoxu Li,0.5,0.0,0.0,5.0,Machine Learning
David Crisp,0.5,0.0,0.0,5.0,Physique (Autre)
P. Vielzeuf,1.5,0.0,1.56567097064908e-07,5.0,Machine Learning
Ingo Burghardt,0.5,0.0,0.0,5.0,Traitement du Langage
Shuta J Tanaka,0.5,0.0,0.0,5.0,Informatique (Autre)
Eugenio Dambrauskas,1.0,0.0,7.341463970078621e-08,5.0,Machine Learning
A. Yilmaz,1.5,0.0666666666666666,1.0241966386104195e-08,5.0,Maths (Proba)
Yingdan Shi,0.5,0.0,0.0,5.0,Statistiques (Autre)
Matteo Bonato,0.5,0.0,0.0,5.0,Physique (Autre)
Xiaoman Wang,0.5,0.0,0.0,5.0,IA
D. Stransky,1.0,0.0,3.8732710372357815e-09,5.0,Physique (Autre)
Maram Kaire,0.5,0.0,0.0,5.0,Informatique (Autre)
Qi Meng,0.5,0.0,0.0,5.0,Physique (Autre)
Michel Gaspard,0.5,0.0,0.0,5.0,Vision par Ordinateur
Chelsea L. MacLeod,3.0,0.0151515151515151,7.85222709964728e-07,5.0,Machine Learning
Zhenting Wang,1.0,0.1666666666666666,0.0,5.0,Maths (Autre)
Trevor Lanting,1.5,0.1333333333333333,3.0942184370275072e-09,5.0,Maths (Autre)
Lior Rechtman,0.5,0.0,0.0,5.0,Traitement du Langage
Braja Gopal Patra,0.5,0.0,0.0,5.0,Traitement du Langage
D. N. Brown,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Carolyn Kuranz,0.5,0.0,0.0,5.0,Traitement du Langage
Zichen Tang,0.5,0.0,0.0,5.0,Machine Learning
Christine L. Tsukamoto,10.0,0.0525641025641025,1.8748385173239512e-06,5.0,Informatique (Autre)
Rahim Moradi,1.5,0.1333333333333333,3.6423926097484115e-09,5.0,Vision par Ordinateur
Benjamin Sanchez-Lengeling,0.5,0.0,0.0,5.0,Physique Quantique
Renyang Liu,1.0,0.0,0.0,5.0,Informatique (Autre)
Kunkai Gu,0.5,0.0,0.0,5.0,Maths (Autre)
Dominik Strutz,0.5,0.0,0.0,5.0,Informatique (Autre)
Pál Sári,0.5,0.0,0.0,5.0,Maths (Autre)
Richard J. Antonello,0.5,0.0,0.0,5.0,Traitement du Langage
Liutao Yang,0.5,0.0,0.0,5.0,Physique (Autre)
Xianghao Zang,0.5,0.0,0.0,5.0,Vision par Ordinateur
S. P. Konovalov,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
John Nay,1.5,0.0666666666666666,1.0583610219327966e-06,5.0,Informatique (Autre)
A. Barker,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
Norman Graf,3.5,0.0989010989010989,1.1837395277325411e-06,5.0,Informatique (Autre)
Yuhan Qiao,0.5,0.0,0.0,5.0,Vision par Ordinateur
E. Barriga,0.5,0.0,0.0,5.0,Machine Learning
Jon Heiselman,0.5,0.0,0.0,5.0,Informatique (Autre)
Peiang Zhao,0.5,0.0,0.0,5.0,Maths (Autre)
Rui Daniel Passos Mano,0.5,0.0,0.0,5.0,Machine Learning
Gautam Kamath,1.5,0.0666666666666666,3.169353846033118e-08,5.0,Machine Learning
Alice Pisani,5.5,0.0432900432900432,1.2530480489658656e-05,5.0,Machine Learning
X. Sun,5.0,0.0789473684210526,2.6199895728495903e-05,5.0,Machine Learning
Alan Tokunaga,0.5,0.0,0.0,5.0,IA
Margarita Konaev,2.0,0.2142857142857142,0.0,5.0,Informatique (Autre)
Louise D. Nielsen,4.5,0.0261437908496732,3.911471139872447e-06,5.0,Machine Learning
Bastian Pfau,0.5,0.0,0.0,5.0,Vision par Ordinateur
U. Nauenberg,4.0,0.0416666666666666,1.565785396451247e-06,5.0,Informatique (Autre)
E. Reid,0.5,0.0,0.0,5.0,Maths (Autre)
Y. Asada,0.5,0.0,0.0,5.0,IA
A. A. B. Machado,0.5,0.0,0.0,5.0,Traitement du Langage
Davide Crapis,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
Maria Monasor,2.0,0.0357142857142857,1.1367943386630941e-07,5.0,IA
Christian H. Back,0.5,0.0,0.0,5.0,Maths (Autre)
Alexei Kniazev,1.0,0.0,4.976708378734429e-09,5.0,Vision par Ordinateur
Ken'ichi Tatematsu,0.5,0.0,0.0,5.0,Informatique (Autre)
Gabriella Sciolla,0.5,0.0,0.0,5.0,IA
Siqi Miao,0.5,0.0,0.0,5.0,Machine Learning
Kewei Tu,0.5,0.0,0.0,5.0,Physique (Autre)
R. R. Mirgazov,0.5,0.0,0.0,5.0,Machine Learning
J. E. Aguirre,0.5,0.0,0.0,5.0,Physique (Autre)
Kara Ponder,1.0,0.0,8.049586597280722e-08,5.0,Machine Learning
C. Perigois,2.0,0.0357142857142857,6.161361421064271e-10,5.0,Informatique (Autre)
S. Sripada,0.5,0.0,0.0,5.0,Stats & ML
Pierre Sikivie,1.5,0.0666666666666666,3.061368829548883e-07,5.0,Maths (Autre)
Alexander Giovannelli,0.5,0.0,0.0,5.0,Informatique (Autre)
Daniel M. Weinreich,0.5,0.0,0.0,5.0,IA
R. Enomoto,3.0,0.0606060606060606,8.038921919251152e-07,5.0,Informatique (Autre)
Kelly A. Pawlak,0.5,0.0,0.0,5.0,IA
C. Eirea Orro,1.0,0.0,1.241700431364734e-08,5.0,Machine Learning
Milan Milošević,3.0,0.0909090909090909,4.845219905291742e-07,5.0,Physique (Autre)
Emanuele Troiani,1.0,0.0,2.1255889492977082e-08,5.0,Machine Learning
Amit Deokar,0.5,0.0,0.0,5.0,Machine Learning
Kenneth C. Wong,0.5,0.0,0.0,5.0,Maths (Autre)
K. T. Kim,3.0,0.0606060606060606,2.343912456126418e-06,5.0,Informatique (Autre)
Junichi Tokuda,0.5,0.0,0.0,5.0,Physique (Autre)
Y. -R. Lin,1.5,0.0666666666666666,6.91731045776578e-08,5.0,Machine Learning
A. Ashtari Esfahani,0.5,0.0,0.0,5.0,Robotique
C. Rockosi,1.0,0.0,7.498160314867164e-09,5.0,Machine Learning
Ahmet Ustun,0.5,0.0,0.0,5.0,Machine Learning
Stuart Folkes,0.5,0.0,0.0,5.0,Machine Learning
Liana Kerr-Layton,11.0,0.0317124735729386,3.060799826926086e-06,5.0,Machine Learning
V. Guimarães,0.5,0.0,0.0,5.0,Informatique (Autre)
Nicholas Joseph,5.5,0.1212121212121212,1.4233292766618888e-08,5.0,Machine Learning
Ashley L. King,0.5,0.0,0.0,5.0,Vision par Ordinateur
Boyi Jiang,0.5,0.0,0.0,5.0,Machine Learning
Patrick Hemmer,0.5,0.0,0.0,5.0,Autre
Q. Hassan,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
Shujing Lyu,1.0,0.0,1.3158855338701872e-08,5.0,Autre
Luis G. Villanueva,0.5,0.0,0.0,5.0,Physique (Autre)
Tran Cao Son,0.5,0.0,0.0,5.0,IA
A. Jardin-Blicq,1.5,0.0,3.1209219741867855e-07,5.0,Vision par Ordinateur
Mohammad Ali Sheikh,0.5,0.0,0.0,5.0,Informatique (Autre)
Jean Delayen,3.5,0.0989010989010989,1.1837395277325411e-06,5.0,Informatique (Autre)
Gareth C. Jones,1.0,0.1666666666666666,0.0,5.0,IA
Xiaohong Li,0.5,0.0,0.0,5.0,IA
Wen-Ting Wang,0.5,0.0,0.0,5.0,Réseaux de Neurones
Krzysztof Basiński,1.0,0.1666666666666666,0.0,5.0,IA
Xinke Zhang,0.5,0.0,0.0,5.0,Traitement du Langage
Natalia Ares,1.0,0.0,3.5401658493583454e-08,5.0,Physique Quantique
Sriram Balasubramanian,1.0,0.0,2.5602112430078705e-08,5.0,Autre
Mingkai Dong,0.5,0.0,0.0,5.0,Physique (Autre)
Fernando Zago,1.5,0.0,1.4940383152861616e-07,5.0,Informatique (Autre)
Scott P. Wakely,0.5,0.0,0.0,5.0,Maths (Autre)
J. J. Zanazzi,0.5,0.0,0.0,5.0,Robotique
A. Petrov,7.0,0.0291005291005291,1.4527802250086097e-06,5.0,Machine Learning
Colm A. Ryan,1.0,0.0,1.1920563203204892e-08,5.0,Machine Learning
Chongxiao Wang,0.5,0.0,0.0,5.0,Autre
Eli Chertkov,3.0,0.0454545454545454,8.116464869090123e-07,5.0,Machine Learning
Vittoria Colizza,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
Thanh Le,8.0,0.1854838709677419,7.492506597372994e-07,5.0,IA
Albert Lazzarini,0.5,0.0,0.0,5.0,Traitement du Langage
Sang Han,0.5,0.0,0.0,5.0,Machine Learning
C. Collins,4.0,0.0166666666666666,1.641903821791857e-07,5.0,Informatique (Autre)
S. Y. Park,0.5,0.0,0.0,5.0,Informatique (Autre)
Linara Adilova,1.0,0.1666666666666666,0.0,5.0,Machine Learning
S. Blessing,1.0,0.0,4.1130574501835335e-09,5.0,Machine Learning
Bradley Moore,1.0,0.0,0.0,5.0,Informatique (Autre)
Kyle Lanclos,1.5,0.0,3.141954891816568e-07,5.0,IA
Il-Min Kim,0.5,0.0,0.0,5.0,Physique (Autre)
Seong-Hyeon Hwang,0.5,0.0,0.0,5.0,Ingénierie (Signal)
Taekyoon Choi,2.0,0.0,2.6240511985520243e-09,5.0,Autre
A. Secroun,1.0,0.0,9.343615658963245e-09,5.0,Machine Learning
Oleg Udin,0.5,0.0,0.0,5.0,Physique (Autre)
M. C. Kind,0.5,0.0,0.0,5.0,Maths (Autre)
Xinpeng Li,0.5,0.0,0.0,5.0,Traitement du Langage
Fabian Stockhardt,0.5,0.0,0.0,5.0,Vision par Ordinateur
V. Ryadovikov,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Renny Hwang,6.0,0.1739130434782608,4.399814770295052e-07,5.0,Machine Learning
Blazhe Gjorgiev,0.5,0.0,0.0,5.0,Robotique
Predrag Radivojac,0.5,0.0,0.0,5.0,Traitement du Langage
Ben Glocker,5.0,0.0210526315789473,3.962233563470363e-07,5.0,Physique (Autre)
Mark Comte,0.5,0.0,0.0,5.0,Autre
Golara Javadi,0.5,0.0,0.0,5.0,Vision par Ordinateur
Osama Zeeshan,0.5,0.0,0.0,5.0,Vision par Ordinateur
Michael P. Snyder,0.5,0.0,0.0,5.0,Autre
J. Erö,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
S. Tourneur,4.5,0.0326797385620915,3.158791059831856e-06,5.0,Machine Learning
Xukai Wang,0.5,0.0,0.0,5.0,Physique (Autre)
Saeid Foroughi-Abari,1.0,0.0,1.2945265837061018e-07,5.0,Maths (Autre)
Alfredo Herrera-Aguilar,2.0,0.0,2.206774780688648e-07,5.0,Machine Learning
Judit Prat,4.5,0.0588235294117647,9.003541890706401e-06,5.0,Machine Learning
A. Tayduganov,4.0,0.0416666666666666,1.049065645020164e-06,5.0,Machine Learning
Erin Glynn,2.0,0.0357142857142857,2.0367178876767866e-07,5.0,Machine Learning
Zhiyuan Cui,0.5,0.0,0.0,5.0,Machine Learning
M. E. Huffer,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Melanie Habouzit,1.0,0.0,1.6371377142831992e-08,5.0,Physique Quantique
Alex Curutiu,2.0,0.0357142857142857,1.1367943386630941e-07,5.0,IA
Rui Chang,0.5,0.0,0.0,5.0,Machine Learning
Natalie Batalha,0.5,0.0,0.0,5.0,Maths (Autre)
A. Scordo,0.5,0.0,0.0,5.0,Machine Learning
Manuela González-González,0.5,0.0,0.0,5.0,Vision par Ordinateur
Jan-Chi Yang,0.5,0.0,0.0,5.0,Autre
Tianyi Qiu,2.0,0.2142857142857142,0.0,5.0,Traitement du Langage
Ettore Mafucci,0.5,0.0,0.0,5.0,Maths (Autre)
Brendan O'Shea,2.0,0.0714285714285714,5.256833333078248e-07,5.0,Vision par Ordinateur
Dorit Merhof,2.5,0.0,7.213780151005268e-08,5.0,IA
Medha Agarwal,0.5,0.0,0.0,5.0,Physique (Autre)
Xiaoyun Joy Wang,0.5,0.0,0.0,5.0,Machine Learning
Xinyi Zheng,0.5,0.0,0.0,5.0,Informatique (Autre)
D. Kalinkin,1.0,0.0,0.0,5.0,Physique (Autre)
Steven E. Boggs,1.0,0.0,0.0,5.0,Vision par Ordinateur
Megan Bedell,1.0,0.0,2.42412141915338e-07,5.0,IA
Lisa Kelsey,0.5,0.0,0.0,5.0,Physique (Autre)
Tiffany Lin,0.5,0.0,0.0,5.0,Vision par Ordinateur
King Zhu,6.5,0.203076923076923,1.0971520225666609e-07,5.0,Vision par Ordinateur
Cristiano G. Sabiu,1.0,0.0,1.3179503710603058e-08,5.0,Maths (Autre)
D. Allard,1.0,0.0,5.480963682913398e-09,5.0,Stats & ML
Bill Chunyuan Zheng,0.5,0.0,0.0,5.0,Robotique
Robert Calderbank,0.5,0.0,0.0,5.0,Vision par Ordinateur
Takashi Umemoto,0.5,0.0,0.0,5.0,Vision par Ordinateur
C. Ducourant,0.5,0.0,0.0,5.0,Informatique (Autre)
Takahiro Ito,0.5,0.0,0.0,5.0,Machine Learning
Kelley Rivoire,1.0,0.1666666666666666,0.0,5.0,Machine Learning
Matthew A. Cornachione,1.5,0.0,2.551288424967879e-08,5.0,Maths (Autre)
Juan Carlos Del Águila,0.5,0.0,0.0,5.0,Vision par Ordinateur
Vsevolod Ivanov,1.0,0.0,3.931567960080429e-07,5.0,Machine Learning
B. Aubert,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Chiara Daraio,0.5,0.0,0.0,5.0,Machine Learning
Jay Luong,0.5,0.0,0.0,5.0,Informatique (Autre)
J. G. Godfrey,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Atea Johnson,0.5,0.0,0.0,5.0,Informatique (Autre)
J. -F. Huppert,1.0,0.0,6.17474711361865e-08,5.0,IA
Stylianos A. Tsilioukas,3.0,0.0909090909090909,4.845219905291742e-07,5.0,Physique (Autre)
J. I. Collar,0.5,0.0,0.0,5.0,Maths (Autre)
Lifeng Zhou,0.5,0.0,0.0,5.0,Physique (Autre)
N. Marangou,3.0,0.0303030303030303,4.805351636605337e-07,5.0,Machine Learning
Yuxiao Zhou,0.5,0.0,0.0,5.0,Machine Learning
N. Langner,2.5,0.0,1.0567815422746209e-07,5.0,Informatique (Autre)
Rodrigo Boufleur,7.0,0.0185185185185185,4.843228452955373e-06,5.0,Vision par Ordinateur
S. Mos,0.5,0.0,0.0,5.0,Vision par Ordinateur
P. S. L. Booth,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Angelica Almeyda Zambrano,0.5,0.0,0.0,5.0,Machine Learning
Tianjiao Yu,0.5,0.0,0.0,5.0,Machine Learning
Que V. Nguyen,0.5,0.0,0.0,5.0,Stats & ML
Olivier Dore,4.0,0.0166666666666666,1.678271587479685e-06,5.0,Physique (Autre)
Bor-Chun Chen,0.5,0.0,0.0,5.0,Vision par Ordinateur
Tudor Glodariu,0.5,0.0,0.0,5.0,IA
F. K. Thasrawala,0.5,0.0,0.0,5.0,Maths (Autre)
Thiébaut Schirmer,0.5,0.0,0.0,5.0,Traitement du Langage
Hüseyin Vural,1.0,0.0,0.0,5.0,Machine Learning
Stella Frank,1.0,0.1666666666666666,0.0,5.0,Traitement du Langage
Natsuki Murakami,0.5,0.0,0.0,5.0,Vision par Ordinateur
J. H. Guo,0.5,0.0,0.0,5.0,Machine Learning
